
#################################################################
Log started at 2025-06-12_15-13-08 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: d78e, Got: 85a0
Checksum failed. Expected: 17c7, Got: 0978
Checksum failed. Expected: 368d, Got: 0c08
Checksum failed. Expected: 7ad4, Got: 0e97
Checksum failed. Expected: 5e28, Got: 1126
Checksum failed. Expected: 2310, Got: 13b6
Checksum failed. Expected: 43e2, Got: 1645
Checksum failed. Expected: 4032, Got: 18d4
Checksum failed. Expected: 7717, Got: 1b64
Checksum failed. Expected: 2a23, Got: 1df3
Checksum failed. Expected: 29a0, Got: 2083
Checksum failed. Expected: 325e, Got: 2312
Checksum failed. Expected: 692c, Got: 25a1
Checksum failed. Expected: 4633, Got: 2831
Checksum failed. Expected: d07c, Got: 2ac0
Checksum failed. Expected: 1d53, Got: 2d4f
Checksum failed. Expected: adf4, Got: 2fdf
Checksum failed. Expected: 44e3, Got: 326e
Checksum failed. Expected: 92ae, Got: 34fd
Checksum failed. Expected: 87bd, Got: 378d
Checksum failed. Expected: 8502, Got: 3a1c
Checksum failed. Expected: 4f21, Got: 3cac
Checksum failed. Expected: e2e4, Got: 3f3b
Checksum failed. Expected: 2962, Got: 41ca
Checksum failed. Expected: 7318, Got: 445a
Checksum failed. Expected: 04ae, Got: 46e9
Checksum failed. Expected: 4f6f, Got: 4978
Checksum failed. Expected: fa39, Got: 4c08
Checksum failed. Expected: ed05, Got: 4e97
Checksum failed. Expected: bc72, Got: 5126
Checksum failed. Expected: ffc4, Got: 53b6
Checksum failed. Expected: c5b8, Got: 5645
Checksum failed. Expected: ebcb, Got: 58d4
Checksum failed. Expected: cf1f, Got: 5b64
Checksum failed. Expected: f0e5, Got: 5df3
Checksum failed. Expected: ac81, Got: 6083
Checksum failed. Expected: 9800, Got: 6312
Checksum failed. Expected: 569b, Got: 65a1
Checksum failed. Expected: 5e7b, Got: 6831
Checksum failed. Expected: b9bf, Got: 6ac0
Checksum failed. Expected: 38bc, Got: 6d4f
Checksum failed. Expected: 6948, Got: 6fdf
Checksum failed. Expected: 3473, Got: 726e
Checksum failed. Expected: 9404, Got: 74fd
Checksum failed. Expected: 1943, Got: 778d
Checksum failed. Expected: 9f60, Got: 7a1c
Checksum failed. Expected: 0e96, Got: 7cac
Checksum failed. Expected: 2c52, Got: 7f3b
Checksum failed. Expected: d1da, Got: 81ca
Checksum failed. Expected: 9e31, Got: 845a
Checksum failed. Expected: 5248, Got: 86e9
Checksum failed. Expected: a66c, Got: 8978
Checksum failed. Expected: 2eb5, Got: 8c08
Checksum failed. Expected: b8fe, Got: 8e97
Checksum failed. Expected: 20fe, Got: 9126
Checksum failed. Expected: a847, Got: 93b6
Checksum failed. Expected: 5f96, Got: 9645
Checksum failed. Expected: 770f, Got: 98d4
Checksum failed. Expected: 62b0, Got: 9b64
Checksum failed. Expected: 6742, Got: 9df3
Checksum failed. Expected: 38c5, Got: a083
Checksum failed. Expected: f434, Got: a312
Checksum failed. Expected: 7f9e, Got: a5a1
Checksum failed. Expected: ffa6, Got: a831
Checksum failed. Expected: ba0a, Got: aac0
Checksum failed. Expected: 7064, Got: ad4f
Checksum failed. Expected: 7c59, Got: afdf
Checksum failed. Expected: 551e, Got: b26e
Checksum failed. Expected: a92b, Got: b4fd
Checksum failed. Expected: 6090, Got: b78d
Checksum failed. Expected: a7f8, Got: ba1c
Checksum failed. Expected: 7a7a, Got: bcac
Checksum failed. Expected: 01b9, Got: bf3b
Checksum failed. Expected: 13f0, Got: c1ca
Checksum failed. Expected: 6d56, Got: c45a
Checksum failed. Expected: 9cb6, Got: c6e9
Checksum failed. Expected: 2c6e, Got: c978
Checksum failed. Expected: 6552, Got: cc08
Checksum failed. Expected: fc2a, Got: ce97
Checksum failed. Expected: e8d6, Got: d126
Checksum failed. Expected: ba4d, Got: d3b6
Checksum failed. Expected: d809, Got: d645
Checksum failed. Expected: 6052, Got: d8d4
Checksum failed. Expected: d2c0, Got: db64
Checksum failed. Expected: 86d7, Got: ddf3
Checksum failed. Expected: e895, Got: e083
Checksum failed. Expected: eb11, Got: e312
Checksum failed. Expected: 4cad, Got: e5a1
Checksum failed. Expected: 00f1, Got: e831
Checksum failed. Expected: 939d, Got: eac0
Checksum failed. Expected: 9b7d, Got: ed4f
Checksum failed. Expected: 69c8, Got: efdf
Checksum failed. Expected: 47c4, Got: f26e
Checksum failed. Expected: e4f4, Got: f4fd
Checksum failed. Expected: baae, Got: f78d
Checksum failed. Expected: 8af9, Got: fa1c
Checksum failed. Expected: 499f, Got: fcac
Checksum failed. Expected: 0204, Got: ff3b
Checksum failed. Expected: 6396, Got: 01ca
Checksum failed. Expected: e7b2, Got: 045a
Checksum failed. Expected: 3eca, Got: 06e9
Checksum failed. Expected: e153, Got: 0978
Checksum failed. Expected: d435, Got: 0c08
Checksum failed. Expected: 3c08, Got: 0e97
Checksum failed. Expected: 0212, Got: 1126
Checksum failed. Expected: a584, Got: 13b6
Checksum failed. Expected: 7807, Got: 1645
Checksum failed. Expected: fd2f, Got: 18d4
Checksum failed. Expected: 8163, Got: 1b64
Checksum failed. Expected: 4740, Got: 1df3
Checksum failed. Expected: ecdf, Got: 2083
Checksum failed. Expected: 3fcb, Got: 2312
Checksum failed. Expected: 6f4c, Got: 25a1
Checksum failed. Expected: 29d2, Got: 2831
Checksum failed. Expected: 5832, Got: 2ac0
Checksum failed. Expected: 0208, Got: 2d4f
Checksum failed. Expected: 63a4, Got: 2fdf
Checksum failed. Expected: c015, Got: 326e
Checksum failed. Expected: 3de5, Got: 34fd
Checksum failed. Expected: 107e, Got: 378d
Checksum failed. Expected: f39a, Got: 3a1c
Checksum failed. Expected: 2747, Got: 3cac
Checksum failed. Expected: 1e56, Got: 3f3b
Checksum failed. Expected: 0f22, Got: 41ca
Checksum failed. Expected: c25b, Got: 445a
Checksum failed. Expected: f3d1, Got: 46e9
Checksum failed. Expected: fed2, Got: 4978
Checksum failed. Expected: 8726, Got: 4c08
Checksum failed. Expected: 78dc, Got: 4e97
Checksum failed. Expected: f7d9, Got: 5126
Checksum failed. Expected: eddc, Got: 53b6
Checksum failed. Expected: 42f5, Got: 5645
Checksum failed. Expected: 1cc4, Got: 58d4
Checksum failed. Expected: 6bb1, Got: 5b64
Checksum failed. Expected: 64bf, Got: 5df3
Checksum failed. Expected: b08b, Got: 6083
Checksum failed. Expected: 7fcb, Got: 6312
Checksum failed. Expected: d3d8, Got: 65a1
Checksum failed. Expected: 0cd3, Got: 6831
Checksum failed. Expected: ebc3, Got: 6ac0
Checksum failed. Expected: 013d, Got: 6d4f
Checksum failed. Expected: b249, Got: 6fdf
Checksum failed. Expected: 9150, Got: 726e
Checksum failed. Expected: 20e6, Got: 74fd
Checksum failed. Expected: eb27, Got: 778d
Checksum failed. Expected: 1445, Got: 7a1c
Checksum failed. Expected: 6747, Got: 7cac
Checksum failed. Expected: d789, Got: 7f3b
Checksum failed. Expected: fc91, Got: 81ca
Checksum failed. Expected: e411, Got: 845a
Checksum failed. Expected: 5a7e, Got: 86e9
Checksum failed. Expected: cad6, Got: 8978
Checksum failed. Expected: 8c9d, Got: 8c08
Checksum failed. Expected: 084c, Got: 8e97
Checksum failed. Expected: 736d, Got: 9126
Checksum failed. Expected: 8adb, Got: 93b6
Checksum failed. Expected: 64ab, Got: 9645
Checksum failed. Expected: 2351, Got: 98d4
Checksum failed. Expected: c7e5, Got: 9b64
Checksum failed. Expected: b043, Got: 9df3
Checksum failed. Expected: 3477, Got: a083
Checksum failed. Expected: d3a7, Got: a312
Checksum failed. Expected: fde6, Got: a5a1
Checksum failed. Expected: 8d9e, Got: a831
Checksum failed. Expected: b07a, Got: aac0
Checksum failed. Expected: f81a, Got: ad4f
Checksum failed. Expected: 5ff8, Got: afdf
Checksum failed. Expected: 1431, Got: b26e
Checksum failed. Expected: 5783, Got: b4fd
Checksum failed. Expected: 337f, Got: b78d
Checksum failed. Expected: 2fae, Got: ba1c
Checksum failed. Expected: dd99, Got: bcac
Checksum failed. Expected: fb55, Got: bf3b
Checksum failed. Expected: 3970, Got: c1ca
Checksum failed. Expected: b86d, Got: c45a
Checksum failed. Expected: 3953, Got: c6e9
Checksum failed. Expected: 1870, Got: c978
Checksum failed. Expected: aa27, Got: cc08
Checksum failed. Expected: 357b, Got: ce97
Checksum failed. Expected: 8ed6, Got: d126
Checksum failed. Expected: 9dec, Got: d3b6
Checksum failed. Expected: f41b, Got: d645
Checksum failed. Expected: 740c, Got: d8d4
Checksum failed. Expected: 9c4c, Got: db64
Checksum failed. Expected: 3750, Got: ddf3
Checksum failed. Expected: 8748, Got: e083
Checksum failed. Expected: bf0b, Got: e312
Checksum failed. Expected: 195a, Got: e5a1
Checksum failed. Expected: 815a, Got: e831
Checksum failed. Expected: e1d5, Got: eac0
Checksum failed. Expected: f218, Got: ed4f
Checksum failed. Expected: 24af, Got: efdf
Checksum failed. Expected: 04c1, Got: f26e
Checksum failed. Expected: 5e10, Got: f4fd
Checksum failed. Expected: 447a, Got: f78d
Checksum failed. Expected: ad58, Got: fa1c
Checksum failed. Expected: 7a98, Got: fcac
Checksum failed. Expected: cc90, Got: ff3b
Checksum failed. Expected: b605, Got: 01ca
Checksum failed. Expected: 5da2, Got: 045a
Checksum failed. Expected: 6981, Got: 06e9
Checksum failed. Expected: 6a14, Got: 0978
Checksum failed. Expected: 0102, Got: 0c08
Checksum failed. Expected: c4be, Got: 0e97
Checksum failed. Expected: 536b, Got: 1126
Checksum failed. Expected: a241, Got: 13b6
Checksum failed. Expected: f32e, Got: 1645
Checksum failed. Expected: bc42, Got: 18d4
Checksum failed. Expected: 8cba, Got: 1b64
Checksum failed. Expected: ab6a, Got: 1df3
Checksum failed. Expected: b560, Got: 2083
Checksum failed. Expected: f25a, Got: 2312
Checksum failed. Expected: 23e6, Got: 25a1
Checksum failed. Expected: c66f, Got: 2831
Checksum failed. Expected: 24d4, Got: 2ac0
Checksum failed. Expected: 0c54, Got: 2d4f
Checksum failed. Expected: 7869, Got: 2fdf
Checksum failed. Expected: 45aa, Got: 326e
Checksum failed. Expected: 6470, Got: 34fd
Checksum failed. Expected: 4ada, Got: 378d
Checksum failed. Expected: 1b30, Got: 3a1c
Checksum failed. Expected: 329e, Got: 3cac
Checksum failed. Expected: 696d, Got: 3f3b
Checksum failed. Expected: dab9, Got: 41ca
Checksum failed. Expected: fdc2, Got: 445a
Checksum failed. Expected: 1525, Got: 46e9
Checksum failed. Expected: 0c4a, Got: 4978
Checksum failed. Expected: bd56, Got: 4c08
Checksum failed. Expected: 02a8, Got: 4e97
Checksum failed. Expected: 1e64, Got: 5126
Checksum failed. Expected: b873, Got: 53b6
Checksum failed. Expected: c03d, Got: 5645
Checksum failed. Expected: 8204, Got: 58d4
Checksum failed. Expected: 052d, Got: 5b64
Checksum failed. Expected: c19c, Got: 5df3
Checksum failed. Expected: 02ef, Got: 6083
Checksum failed. Expected: d12f, Got: 6312
Checksum failed. Expected: 60c5, Got: 65a1
Checksum failed. Expected: 53be, Got: 6831
Checksum failed. Expected: cd57, Got: 6ac0
Checksum failed. Expected: 6fd5, Got: 6d4f
Checksum failed. Expected: a16c, Got: 6fdf
Checksum failed. Expected: 9665, Got: 726e
Checksum failed. Expected: 08bc, Got: 74fd
Checksum failed. Expected: 901c, Got: 778d
Checksum failed. Expected: 152e, Got: 7a1c
Checksum failed. Expected: 5133, Got: 7cac
Checksum failed. Expected: 3466, Got: 7f3b
Checksum failed. Expected: 1ccf, Got: 81ca
Checksum failed. Expected: 0239, Got: 845a
Checksum failed. Expected: 8961, Got: 86e9
Checksum failed. Expected: 8086, Got: 8978
Checksum failed. Expected: e443, Got: 8c08
Checksum failed. Expected: 815d, Got: 8e97
Checksum failed. Expected: bb63, Got: 9126
Checksum failed. Expected: 3407, Got: 93b6
Checksum failed. Expected: 0253, Got: 9645
Checksum failed. Expected: 6505, Got: 98d4
Checksum failed. Expected: bb3f, Got: 9b64
Checksum failed. Expected: 6914, Got: 9df3
Checksum failed. Expected: a31a, Got: a083
Checksum failed. Expected: 0395, Got: a312
Checksum failed. Expected: 2fea, Got: a5a1
Checksum failed. Expected: 5e77, Got: a831
Checksum failed. Expected: a3c9, Got: aac0
Checksum failed. Expected: 570d, Got: ad4f
Checksum failed. Expected: f974, Got: afdf
Checksum failed. Expected: 389b, Got: b26e
Checksum failed. Expected: 5eae, Got: b4fd
Checksum failed. Expected: 69af, Got: b78d
Checksum failed. Expected: 7cdb, Got: ba1c
Checksum failed. Expected: 8bf1, Got: bcac
Checksum failed. Expected: 466c, Got: bf3b
Checksum failed. Expected: e291, Got: c1ca
Checksum failed. Expected: cb1c, Got: c45a
Checksum failed. Expected: 2234, Got: c6e9
Checksum failed. Expected: 3056, Got: c978
Checksum failed. Expected: 7af5, Got: cc08
Checksum failed. Expected: f6a4, Got: ce97
Checksum failed. Expected: d6cc, Got: d126
Checksum failed. Expected: aa59, Got: d3b6
Checksum failed. Expected: 134e, Got: d645
Checksum failed. Expected: 1d2d, Got: d8d4
Checksum failed. Expected: 9d35, Got: db64
Checksum failed. Expected: cfb6, Got: ddf3
Checksum failed. Expected: 9194, Got: e083
Checksum failed. Expected: 79e7, Got: e312
Checksum failed. Expected: 3aa3, Got: e5a1
Checksum failed. Expected: d8f5, Got: e831
Checksum failed. Expected: d103, Got: eac0
Checksum failed. Expected: 7597, Got: ed4f
Checksum failed. Expected: 5adf, Got: efdf
Checksum failed. Expected: 4bac, Got: f26e
Checksum failed. Expected: 75eb, Got: f4fd
Checksum failed. Expected: def6, Got: f78d
Checksum failed. Expected: 30d7, Got: fa1c
Checksum failed. Expected: 9173, Got: fcac
Checksum failed. Expected: d1a5, Got: ff3b
Checksum failed. Expected: 3ca5, Got: 01ca
Checksum failed. Expected: a598, Got: 045a
Checksum failed. Expected: 663e, Got: 06e9
Checksum failed. Expected: 4fc9, Got: 0978
Checksum failed. Expected: a702, Got: 0c08
Checksum failed. Expected: 4a5e, Got: 0e97
Checksum failed. Expected: cc7c, Got: 1126
Checksum failed. Expected: db92, Got: 13b6
Checksum failed. Expected: d2a1, Got: 1645
Checksum failed. Expected: 3769, Got: 18d4
Checksum failed. Expected: 5fa9, Got: 1b64
Checksum failed. Expected: 2ee9, Got: 1df3
Checksum failed. Expected: 187f, Got: 2083
Checksum failed. Expected: 4e2c, Got: 2312
Checksum failed. Expected: f4bf, Got: 25a1
Checksum failed. Expected: cb84, Got: 2831
Checksum failed. Expected: 82bc, Got: 2ac0
Checksum failed. Expected: 2ea8, Got: 2d4f
Checksum failed. Expected: ad8e, Got: 2fdf
Checksum failed. Expected: c829, Got: 326e
Checksum failed. Expected: b6d4, Got: 34fd
Checksum failed. Expected: 63cb, Got: 378d
Checksum failed. Expected: 384d, Got: 3a1c
Checksum failed. Expected: c9f9, Got: 3cac
Checksum failed. Expected: 5359, Got: 3f3b
Checksum failed. Expected: 626f, Got: 41ca
Checksum failed. Expected: 4297, Got: 445a
Checksum failed. Expected: 366e, Got: 46e9
Checksum failed. Expected: 6b3d, Got: 4978
Checksum failed. Expected: 81a0, Got: 4c08
Checksum failed. Expected: e868, Got: 4e97
Checksum failed. Expected: 6a86, Got: 5126
Checksum failed. Expected: 1eb3, Got: 53b6
Checksum failed. Expected: 8ef5, Got: 5645
Checksum failed. Expected: 733d, Got: 58d4
Checksum failed. Expected: bf09, Got: 5b64
Checksum failed. Expected: 4b68, Got: 5df3
Checksum failed. Expected: f53e, Got: 6083
Checksum failed. Expected: 4a40, Got: 6312
Checksum failed. Expected: b43f, Got: 65a1
Checksum failed. Expected: cccf, Got: 6831
Checksum failed. Expected: bb6f, Got: 6ac0
Checksum failed. Expected: 643a, Got: 6d4f
Checksum failed. Expected: 270c, Got: 6fdf
Checksum failed. Expected: 2ecb, Got: 726e
Checksum failed. Expected: 141e, Got: 74fd
Checksum failed. Expected: 2ec4, Got: 778d
Checksum failed. Expected: 958c, Got: 7a1c
Checksum failed. Expected: 2e90, Got: 7cac
Checksum failed. Expected: cccc, Got: 7f3b
Checksum failed. Expected: a590, Got: 81ca
Checksum failed. Expected: d207, Got: 845a
Checksum failed. Expected: abb5, Got: 86e9
Checksum failed. Expected: db4d, Got: 8978
Checksum failed. Expected: 4015, Got: 8c08
Checksum failed. Expected: ae2a, Got: 8e97
Checksum failed. Expected: 5c2c, Got: 9126
Checksum failed. Expected: 3706, Got: 93b6
Checksum failed. Expected: f06b, Got: 9645
Checksum failed. Expected: f3fd, Got: 98d4
Checksum failed. Expected: 5e1e, Got: 9b64
Checksum failed. Expected: efb4, Got: 9df3
Checksum failed. Expected: 1a15, Got: a083
Checksum failed. Expected: 3599, Got: a312
Checksum failed. Expected: c85b, Got: a5a1
Checksum failed. Expected: 337c, Got: a831
Checksum failed. Expected: 5121, Got: aac0
Checksum failed. Expected: 27db, Got: ad4f
Checksum failed. Expected: 62d5, Got: afdf
Checksum failed. Expected: 3237, Got: b26e
Checksum failed. Expected: 95e9, Got: b4fd
Checksum failed. Expected: 89ed, Got: b78d
Checksum failed. Expected: c908, Got: ba1c
Checksum failed. Expected: 5367, Got: bcac
Checksum failed. Expected: 9d07, Got: bf3b
Checksum failed. Expected: 60d9, Got: c1ca
Checksum failed. Expected: 55e8, Got: c45a
Checksum failed. Expected: 8448, Got: c6e9
Checksum failed. Expected: 70f4, Got: c978
Checksum failed. Expected: 62cb, Got: cc08
Checksum failed. Expected: 0527, Got: ce97
Checksum failed. Expected: 0399, Got: d126
Checksum failed. Expected: a0c9, Got: d3b6
Checksum failed. Expected: 5f70, Got: d645
Checksum failed. Expected: f33d, Got: d8d4
Checksum failed. Expected: 628a, Got: db64
Checksum failed. Expected: eff4, Got: ddf3
Checksum failed. Expected: d23d, Got: e083
Checksum failed. Expected: 542e, Got: e312
Checksum failed. Expected: d52a, Got: e5a1
Checksum failed. Expected: eba4, Got: e831
Checksum failed. Expected: 526c, Got: eac0
Checksum failed. Expected: ce48, Got: ed4f
Checksum failed. Expected: 8dee, Got: efdf
Checksum failed. Expected: 1001, Got: f26e
Checksum failed. Expected: 2664, Got: f4fd
Checksum failed. Expected: 9f1f, Got: f78d
Checksum failed. Expected: 8772, Got: fa1c
Checksum failed. Expected: 72fc, Got: fcac
Checksum failed. Expected: eba1, Got: ff3b
Checksum failed. Expected: 30ff, Got: 01ca
Checksum failed. Expected: 7992, Got: 045a
Checksum failed. Expected: 1280, Got: 06e9
Checksum failed. Expected: e40e, Got: 0978
Checksum failed. Expected: c314, Got: 0c08
Checksum failed. Expected: 946a, Got: 0e97
Checksum failed. Expected: 5327, Got: 1126
Checksum failed. Expected: 1f5c, Got: 13b6
Checksum failed. Expected: 3194, Got: 1645
Checksum failed. Expected: 268c, Got: 18d4
Checksum failed. Expected: 96e4, Got: 1b64
Checksum failed. Expected: bef7, Got: 1df3
Checksum failed. Expected: 4da4, Got: 2083
Checksum failed. Expected: 4ade, Got: 2312
Checksum failed. Expected: bb2a, Got: 25a1
Checksum failed. Expected: 5c9d, Got: 2831
Checksum failed. Expected: 623a, Got: 2ac0
Checksum failed. Expected: 8b85, Got: 2d4f
Checksum failed. Expected: 71d8, Got: 2fdf
Checksum failed. Expected: 6f34, Got: 326e
Checksum failed. Expected: 89c3, Got: 34fd
Checksum failed. Expected: efad, Got: 378d
Checksum failed. Expected: 212e, Got: 3a1c
Checksum failed. Expected: 880c, Got: 3cac
Checksum failed. Expected: 64f2, Got: 3f3b
Checksum failed. Expected: d754, Got: 41ca
Checksum failed. Expected: a07f, Got: 445a
Checksum failed. Expected: 396d, Got: 46e9
Checksum failed. Expected: abdb, Got: 4978
Checksum failed. Expected: f685, Got: 4c08
Checksum failed. Expected: 1961, Got: 4e97
Checksum failed. Expected: a2cc, Got: 5126
Checksum failed. Expected: 84f3, Got: 53b6
Checksum failed. Expected: 9841, Got: 5645
Checksum failed. Expected: c8c2, Got: 58d4
Checksum failed. Expected: 19c5, Got: 5b64
Checksum failed. Expected: 7d6c, Got: 5df3
Checksum failed. Expected: ca43, Got: 6083
Checksum failed. Expected: 85a7, Got: 6312
Checksum failed. Expected: 3287, Got: 65a1
Checksum failed. Expected: ed18, Got: 6831
Checksum failed. Expected: 3eee, Got: 6ac0
Checksum failed. Expected: d709, Got: 6d4f
Checksum failed. Expected: 870a, Got: 6fdf
Checksum failed. Expected: 3f64, Got: 726e
Checksum failed. Expected: e602, Got: 74fd
Checksum failed. Expected: db11, Got: 778d
Checksum failed. Expected: bf38, Got: 7a1c
Checksum failed. Expected: 97f1, Got: 7cac
Checksum failed. Expected: 8171, Got: 7f3b
Checksum failed. Expected: 497a, Got: 81ca
Checksum failed. Expected: d827, Got: 845a
Checksum failed. Expected: c8d2, Got: 86e9
Checksum failed. Expected: e062, Got: 8978
Checksum failed. Expected: e3f4, Got: 8c08
Checksum failed. Expected: 1dcd, Got: 8e97
Checksum failed. Expected: 11d1, Got: 9126
Checksum failed. Expected: 6f4c, Got: 93b6
Checksum failed. Expected: 8f1e, Got: 9645
Checksum failed. Expected: d591, Got: 98d4
Checksum failed. Expected: 6fb7, Got: 9b64
Checksum failed. Expected: 068f, Got: 9df3
Checksum failed. Expected: c336, Got: a083
Checksum failed. Expected: 2b09, Got: a312
Checksum failed. Expected: ecc5, Got: a5a1
Checksum failed. Expected: a009, Got: a831
Checksum failed. Expected: 32aa, Got: aac0
Checksum failed. Expected: 27b9, Got: ad4f
Checksum failed. Expected: 7abb, Got: afdf
Checksum failed. Expected: 3320, Got: b26e
Checksum failed. Expected: 3286, Got: b4fd
Checksum failed. Expected: d1e3, Got: b78d
Checksum failed. Expected: 4324, Got: ba1c
Checksum failed. Expected: 5db3, Got: bcac
Checksum failed. Expected: 98ae, Got: bf3b
Checksum failed. Expected: b87f, Got: c1ca
Checksum failed. Expected: c6a1, Got: c45a
Checksum failed. Expected: 4dc9, Got: c6e9
Checksum failed. Expected: 9995, Got: c978
Checksum failed. Expected: abcc, Got: cc08
Checksum failed. Expected: 46d0, Got: ce97
Checksum failed. Expected: ec7a, Got: d126
Checksum failed. Expected: 8047, Got: d3b6
Checksum failed. Expected: 6ac7, Got: d645
Checksum failed. Expected: b571, Got: d8d4
Checksum failed. Expected: d76f, Got: db64
Checksum failed. Expected: 5fa2, Got: ddf3
Checksum failed. Expected: 71f0, Got: e083
Checksum failed. Expected: 778d, Got: e312
Checksum failed. Expected: 0e7b, Got: e5a1
Checksum failed. Expected: 3d08, Got: e831
Checksum failed. Expected: 3721, Got: eac0
Checksum failed. Expected: 9187, Got: ed4f
Checksum failed. Expected: eef7, Got: efdf
Checksum failed. Expected: 5e39, Got: f26e
Checksum failed. Expected: cd6f, Got: f4fd
Checksum failed. Expected: e820, Got: f78d
Checksum failed. Expected: 05ba, Got: fa1c
Checksum failed. Expected: fcc8, Got: fcac
Checksum failed. Expected: 8307, Got: ff3b
Checksum failed. Expected: 7b16, Got: 01ca
Checksum failed. Expected: 2e37, Got: 045a
Checksum failed. Expected: 0b11, Got: 06e9
Checksum failed. Expected: 8d2f, Got: 0978
Checksum failed. Expected: 5859, Got: 0c08
Checksum failed. Expected: 0e86, Got: 0e97
Checksum failed. Expected: 51ef, Got: 1126
Checksum failed. Expected: 4d34, Got: 13b6
Checksum failed. Expected: 6e11, Got: 1645
Checksum failed. Expected: 05ff, Got: 18d4
Checksum failed. Expected: 015b, Got: 1b64
Checksum failed. Expected: 2116, Got: 1df3
Checksum failed. Expected: 6ff8, Got: 2083
Checksum failed. Expected: 7274, Got: 2312
Checksum failed. Expected: d205, Got: 25a1
Checksum failed. Expected: e132, Got: 2831
Checksum failed. Expected: 7915, Got: 2ac0
Checksum failed. Expected: efaf, Got: 2d4f
Checksum failed. Expected: 9a79, Got: 2fdf
Checksum failed. Expected: 1fa2, Got: 326e
Checksum failed. Expected: 941a, Got: 34fd
Checksum failed. Expected: 3482, Got: 378d
Checksum failed. Expected: 4598, Got: 3a1c
Checksum failed. Expected: bf47, Got: 3cac
Checksum failed. Expected: 2c68, Got: 3f3b
Checksum failed. Expected: 8cf9, Got: 41ca
Checksum failed. Expected: 261f, Got: 445a
Checksum failed. Expected: 996b, Got: 46e9
Checksum failed. Expected: 06a2, Got: 4978
Checksum failed. Expected: ecf5, Got: 4c08
Checksum failed. Expected: 7d8b, Got: 4e97
Checksum failed. Expected: 8034, Got: 5126
Checksum failed. Expected: 69a8, Got: 53b6
Checksum failed. Expected: a28d, Got: 5645
Checksum failed. Expected: c9ab, Got: 58d4
Checksum failed. Expected: ce6a, Got: 5b64
Checksum failed. Expected: d61d, Got: 5df3
Checksum failed. Expected: a695, Got: 6083
Checksum failed. Expected: a3cf, Got: 6312
Checksum failed. Expected: d566, Got: 65a1
Checksum failed. Expected: 694a, Got: 6831
Checksum failed. Expected: e0c2, Got: 6ac0
Checksum failed. Expected: c200, Got: 6d4f
Checksum failed. Expected: b7f8, Got: 6fdf
Checksum failed. Expected: df22, Got: 726e
Checksum failed. Expected: 3c92, Got: 74fd
Checksum failed. Expected: 35cd, Got: 778d
Checksum failed. Expected: 943d, Got: 7a1c
Checksum failed. Expected: adc1, Got: 7cac
Checksum failed. Expected: 8044, Got: 7f3b
Checksum failed. Expected: 7a73, Got: 81ca
Checksum failed. Expected: cc81, Got: 845a
Checksum failed. Expected: fe02, Got: 86e9
Checksum failed. Expected: 48b8, Got: 8978
Checksum failed. Expected: 1819, Got: 8c08
Checksum failed. Expected: 0cf0, Got: 8e97
Checksum failed. Expected: 6a82, Got: 9126
Checksum failed. Expected: acc9, Got: 93b6
Checksum failed. Expected: b9ca, Got: 9645
Checksum failed. Expected: cf2d, Got: 98d4
Checksum failed. Expected: 340c, Got: 9b64
Checksum failed. Expected: 5f40, Got: 9df3
Checksum failed. Expected: eeed, Got: a083
Checksum failed. Expected: 9ed8, Got: a312
Checksum failed. Expected: f71c, Got: a5a1
Checksum failed. Expected: b2ad, Got: a831
Checksum failed. Expected: 4022, Got: aac0
Checksum failed. Expected: b185, Got: ad4f
Checksum failed. Expected: d8a3, Got: afdf
Checksum failed. Expected: 76df, Got: b26e
Checksum failed. Expected: 0cc2, Got: b4fd
Checksum failed. Expected: bcda, Got: b78d
Checksum failed. Expected: 741d, Got: ba1c
Checksum failed. Expected: e569, Got: bcac
Checksum failed. Expected: 924a, Got: bf3b
Checksum failed. Expected: 3c09, Got: c1ca
Checksum failed. Expected: 0d8c, Got: c45a
Checksum failed. Expected: 0163, Got: c6e9
Checksum failed. Expected: 3c74, Got: c978
Checksum failed. Expected: eb6a, Got: cc08
Checksum failed. Expected: c94f, Got: ce97
Checksum failed. Expected: f9e7, Got: d126
Checksum failed. Expected: e89d, Got: d3b6
Checksum failed. Expected: 398a, Got: d645
Checksum failed. Expected: 2840, Got: d8d4
Checksum failed. Expected: 2e0a, Got: db64
Checksum failed. Expected: b211, Got: ddf3
Checksum failed. Expected: 9a91, Got: e083
Checksum failed. Expected: 4119, Got: e312
Checksum failed. Expected: 4bf8, Got: e5a1
Checksum failed. Expected: c9ea, Got: e831
Checksum failed. Expected: efe7, Got: eac0
Checksum failed. Expected: bc3e, Got: ed4f
Checksum failed. Expected: 9e65, Got: efdf
Checksum failed. Expected: 44f9, Got: f26e
Checksum failed. Expected: d38f, Got: f4fd
Checksum failed. Expected: dc7a, Got: f78d
Checksum failed. Expected: 9aff, Got: fa1c
Checksum failed. Expected: df67, Got: fcac
Checksum failed. Expected: 2c28, Got: ff3b
Checksum failed. Expected: eff0, Got: 01ca
Checksum failed. Expected: 3562, Got: 045a
Checksum failed. Expected: 5c6a, Got: 06e9
Checksum failed. Expected: 2f03, Got: 0978
Checksum failed. Expected: 6c13, Got: 0c08
Checksum failed. Expected: 15b1, Got: 0e97
